"locationid","location","iso3","time","population","gdp","longitude","latitude"
332,"Haiti","HTI",2020,11306802,1359.80253637103,-72.28521728515625,18.97118759155273
340,"Honduras","HND",1990,5053234,734.019407364327,-86.24190521240233,15.19999885559082
340,"Honduras","HND",2000,6656725,1093.21087809668,-86.24190521240233,15.19999885559082
340,"Honduras","HND",2010,8450933,1904.34646496881,-86.24190521240233,15.19999885559082
340,"Honduras","HND",2020,10121763,2405.73499733933,-86.24190521240233,15.19999885559082
344,"China, Hong Kong SAR","HKG",1990,5838574,13430.4499491468,114.1094970703125,22.396427154541016
344,"China, Hong Kong SAR","HKG",2000,6731195,25985.5285000188,114.1094970703125,22.396427154541016
344,"China, Hong Kong SAR","HKG",2010,7132438,32820.5304251193,114.1094970703125,22.396427154541016
344,"China, Hong Kong SAR","HKG",2020,7500958,46611.3910399946,114.1094970703125,22.396427154541016
348,"Hungary","HUN",1990,10375990,3584.1007199396,19.50330352783203,47.16249465942382
348,"Hungary","HUN",2000,10202055,4619.96762687543,19.50330352783203,47.16249465942382
348,"Hungary","HUN",2010,9986825,13319.8555265501,19.50330352783203,47.16249465942382
348,"Hungary","HUN",2020,9750573,16128.6516647777,19.50330352783203,47.16249465942382
352,"Iceland","ISL",1990,255020,25363.3272099211,-19.020835876464844,64.96305084228516
352,"Iceland","ISL",2000,281462,32184.5222058516,-19.020835876464844,64.96305084228516
352,"Iceland","ISL",2010,318333,42928.3794040476,-19.020835876464844,64.96305084228516
352,"Iceland","ISL",2020,366669,63644.018266178,-19.020835876464844,64.96305084228516
356,"India","IND",1990,870452165,376.901179891014,78.96288299560547,20.59368324279785
356,"India","IND",2000,1059633675,450.652142535019,78.96288299560547,20.59368324279785
356,"India","IND",2010,1240613620,1352.7062027872,78.96288299560547,20.59368324279785
356,"India","IND",2020,1396387127,1930.97121792722,78.96288299560547,20.59368324279785
360,"Indonesia","IDN",1990,182159874,734.870787646504,113.92132568359376,-0.789274990558624
360,"Indonesia","IDN",2000,214072422,830.689105366907,113.92132568359376,-0.789274990558624
360,"Indonesia","IDN",2010,244016173,3122.36280376723,113.92132568359376,-0.789274990558624
360,"Indonesia","IDN",2020,271857971,3869.58852046848,113.92132568359376,-0.789274990558624
364,"Iran (Islamic Republic of)","IRN",1990,55793629,1709.59900868695,53.68804550170898,32.42790985107422
364,"Iran (Islamic Republic of)","IRN",2000,65544383,1700.83956321804,53.68804550170898,32.42790985107422
364,"Iran (Islamic Republic of)","IRN",2010,75373855,7101.21567485002,53.68804550170898,32.42790985107422
364,"Iran (Islamic Republic of)","IRN",2020,87290193,11183.2748769679,53.68804550170898,32.42790985107422
368,"Iraq","IRQ",1990,17658382,1370.73172106545,43.679290771484375,33.22319030761719
368,"Iraq","IRQ",2000,24628858,1006.193562728,43.679290771484375,33.22319030761719
368,"Iraq","IRQ",2010,31264875,4657.28042580536,43.679290771484375,33.22319030761719
368,"Iraq","IRQ",2020,42556984,4145.86396710848,43.679290771484375,33.22319030761719
372,"Ireland","IRL",1990,3485375,14046.4134334495,-8.243889808654785,53.41291046142578
372,"Ireland","IRL",2000,3768951,26422.418327366,-8.243889808654785,53.41291046142578
372,"Ireland","IRL",2010,4524585,48670.2063853672,-8.243889808654785,53.41291046142578
372,"Ireland","IRL",2020,4946119,86250.9941527383,-8.243889808654785,53.41291046142578
376,"Israel","ISR",1990,4803254,13218.5687011292,34.85161209106445,31.046051025390625
376,"Israel","ISR",2000,6116958,22276.4265827385,34.85161209106445,31.046051025390625
376,"Israel","ISR",2010,7328445,31941.2504223926,34.85161209106445,31.046051025390625
376,"Israel","ISR",2020,8757490,47033.5865472019,34.85161209106445,31.046051025390625
380,"Italy","ITA",1990,56756561,20706.7574612307,12.567379951477053,41.87194061279297
380,"Italy","ITA",2000,56966398,20176.1335422107,12.567379951477053,41.87194061279297
380,"Italy","ITA",2010,59822450,35971.5062077073,12.567379951477053,41.87194061279297
380,"Italy","ITA",2020,59500579,31238.0483461991,12.567379951477053,41.87194061279297
384,"Côte d'Ivoire","CIV",1990,11910541,997.312950685803,-5.547080039978027,7.539988994598389
384,"Côte d'Ivoire","CIV",2000,16799670,649.149269374015,-5.547080039978027,7.539988994598389
384,"Côte d'Ivoire","CIV",2010,21120042,1279.11590606267,-5.547080039978027,7.539988994598389
384,"Côte d'Ivoire","CIV",2020,26811791,2317.92571866178,-5.547080039978027,7.539988994598389
388,"Jamaica","JAM",1990,2392030,2180.67337381924,-77.2975082397461,18.109580993652344
388,"Jamaica","JAM",2000,2612205,3392.12189524327,-77.2975082397461,18.109580993652344
388,"Jamaica","JAM",2010,2733896,4704.05049191577,-77.2975082397461,18.109580993652344
388,"Jamaica","JAM",2020,2820436,4664.51971786885,-77.2975082397461,18.109580993652344
392,"Japan","JPN",1990,123686321,25162.1349659504,138.2529296875,36.2048225402832
392,"Japan","JPN",2000,126803861,38960.1359252533,138.2529296875,36.2048225402832
392,"Japan","JPN",2010,128105431,44802.9123055894,138.2529296875,36.2048225402832
392,"Japan","JPN",2020,125244761,39989.7255087383,138.2529296875,36.2048225402832
398,"Kazakhstan","KAZ",1990,16866563,1810.57324635911,66.9236831665039,48.01957321166992
398,"Kazakhstan","KAZ",2000,15236253,1225.78134850204,66.9236831665039,48.01957321166992
398,"Kazakhstan","KAZ",2010,16627837,9109.32849729218,66.9236831665039,48.01957321166992
398,"Kazakhstan","KAZ",2020,18979243,9111.41050061829,66.9236831665039,48.01957321166992
400,"Jordan","JOR",1990,3480587,1162.61543969363,36.2384147644043,30.58516311645508
400,"Jordan","JOR",2000,5056174,1703.2282922068,36.2384147644043,30.58516311645508
400,"Jordan","JOR",2010,6931259,3736.6464939554,36.2384147644043,30.58516311645508
400,"Jordan","JOR",2020,10928721,4282.72167145816,36.2384147644043,30.58516311645508
404,"Kenya","KEN",1990,23162270,584.791460588765,37.906192779541016,-0.023559000343084
404,"Kenya","KEN",2000,30851606,495.741428162489,37.906192779541016,-0.023559000343084
404,"Kenya","KEN",2010,41517896,1042.56231198103,37.906192779541016,-0.023559000343084
404,"Kenya","KEN",2020,51985780,1878.58119241031,37.906192779541016,-0.023559000343084
408,"Dem. People's Rep. of Korea","PRK",1990,20799524,734.858007070797,127.51009368896484,40.33985137939453
408,"Dem. People's Rep. of Korea","PRK",2000,23367060,461.956494218708,127.51009368896484,40.33985137939453
408,"Dem. People's Rep. of Korea","PRK",2010,24686436,570.962745986111,127.51009368896484,40.33985137939453
408,"Dem. People's Rep. of Korea","PRK",2020,25867467,617.887235468459,127.51009368896484,40.33985137939453
410,"Republic of Korea","KOR",1990,44120039,6602.43000812026,127.76692199707033,35.90775680541992
410,"Republic of Korea","KOR",2000,46788591,12161.0092449479,127.76692199707033,35.90775680541992
410,"Republic of Korea","KOR",2010,48813042,23091.1755239139,127.76692199707033,35.90775680541992
410,"Republic of Korea","KOR",2020,51844691,31946.9825107436,127.76692199707033,35.90775680541992
414,"Kuwait","KWT",1990,1674938,8815.17243559525,47.48176574707031,29.31166076660156
414,"Kuwait","KWT",2000,1934902,18442.8108842936,47.48176574707031,29.31166076660156
414,"Kuwait","KWT",2010,2943357,38576.3777968424,47.48176574707031,29.31166076660156
414,"Kuwait","KWT",2020,4360445,24809.0396285701,47.48176574707031,29.31166076660156
417,"Kyrgyzstan","KGZ",1990,4394734,596.393334215689,74.76609802246094,41.20438003540039
417,"Kyrgyzstan","KGZ",2000,4935182,278.430535830881,74.76609802246094,41.20438003540039
417,"Kyrgyzstan","KGZ",2010,5483774,884.194531945454,74.76609802246094,41.20438003540039
417,"Kyrgyzstan","KGZ",2020,6424874,1185.73019277986,74.76609802246094,41.20438003540039
418,"Lao People's Dem. Republic","LAO",1990,4314443,211.765027512219,102.49549865722656,19.85626983642578
418,"Lao People's Dem. Republic","LAO",2000,5430853,339.242912834875,102.49549865722656,19.85626983642578
418,"Lao People's Dem. Republic","LAO",2010,6323419,1170.30845858979,102.49549865722656,19.85626983642578
418,"Lao People's Dem. Republic","LAO",2020,7319399,2622.75763965773,102.49549865722656,19.85626983642578
422,"Lebanon","LBN",1990,3593700,1052.49717530634,35.86228561401367,33.85472106933594
422,"Lebanon","LBN",2000,4320642,4340.22953577892,35.86228561401367,33.85472106933594
422,"Lebanon","LBN",2010,4995800,7761.64619056791,35.86228561401367,33.85472106933594
422,"Lebanon","LBN",2020,5662924,9310.16192545214,35.86228561401367,33.85472106933594
426,"Lesotho","LSO",1990,1798997,345.058731073107,28.23360824584961,-29.609987258911133
426,"Lesotho","LSO",2000,1998630,404.416175894797,28.23360824584961,-29.609987258911133
426,"Lesotho","LSO",2010,2022747,1119.63393017931,28.23360824584961,-29.609987258911133
426,"Lesotho","LSO",2020,2254100,1061.26571462724,28.23360824584961,-29.609987258911133
428,"Latvia","LVA",1990,2689391,3588.9415394793,24.60318946838379,56.87963485717773
428,"Latvia","LVA",2000,2392530,3338.32460713954,24.60318946838379,56.87963485717773
428,"Latvia","LVA",2010,2101531,11309.8515596323,24.60318946838379,56.87963485717773
428,"Latvia","LVA",2020,1897052,17870.5103156209,24.60318946838379,56.87963485717773
430,"Liberia","LBR",1990,2209731,286.719604202876,-9.429498672485352,6.4280548095703125
430,"Liberia","LBR",2000,2895224,226.418901678664,-9.429498672485352,6.4280548095703125
430,"Liberia","LBR",2010,4019956,332.017939247913,-9.429498672485352,6.4280548095703125
430,"Liberia","LBR",2020,5087585,490.51912388306,-9.429498672485352,6.4280548095703125
434,"Libya","LBY",1990,4236983,7007.14982007652,17.228330612182617,26.335100173950195
434,"Libya","LBY",2000,5154790,7180.15848864494,17.228330612182617,26.335100173950195
434,"Libya","LBY",2010,6491988,12168.7541767426,17.228330612182617,26.335100173950195
434,"Libya","LBY",2020,6653942,4242.76717359281,17.228330612182617,26.335100173950195
438,"Liechtenstein","LIE",1990,28765,60990.6724022805,9.555373191833496,47.16600036621094
438,"Liechtenstein","LIE",2000,33027,82786.2303149552,9.555373191833496,47.16600036621094
438,"Liechtenstein","LIE",2010,35926,156166.506011644,9.555373191833496,47.16600036621094
438,"Liechtenstein","LIE",2020,38756,180227.131991826,9.555373191833496,47.16600036621094
440,"Lithuania","LTU",1990,3785847,2769.096071254,23.881275177001957,55.16943740844727
440,"Lithuania","LTU",2000,3599637,3291.12077762571,23.881275177001957,55.16943740844727
440,"Lithuania","LTU",2010,3139019,11888.8131480804,23.881275177001957,55.16943740844727
440,"Lithuania","LTU",2020,2820267,20771.8421796845,23.881275177001957,55.16943740844727
442,"Luxembourg","LUX",1990,381267,33470.30574055,6.12958288192749,49.81527328491211
442,"Luxembourg","LUX",2000,435628,48560.6719493083,6.12958288192749,49.81527328491211
442,"Luxembourg","LUX",2010,507070,110573.75284428,6.12958288192749,49.81527328491211
442,"Luxembourg","LUX",2020,630400,117181.646629287,6.12958288192749,49.81527328491211
446,"China, Macao SAR","MAC",1990,350227,9442.71619089726,113.54387664794922,22.198745727539062
446,"China, Macao SAR","MAC",2000,431896,15835.6208264656,113.54387664794922,22.198745727539062
446,"China, Macao SAR","MAC",2010,557297,52472.6917258749,113.54387664794922,22.198745727539062
446,"China, Macao SAR","MAC",2020,676283,37473.7532621561,113.54387664794922,22.198745727539062
450,"Madagascar","MDG",1990,11882762,311.176422347662,46.86910629272461,-18.76694679260254
450,"Madagascar","MDG",2000,16216431,285.518544971478,46.86910629272461,-18.76694679260254
450,"Madagascar","MDG",2010,21731053,471.959211584134,46.86910629272461,-18.76694679260254
450,"Madagascar","MDG",2020,28225177,469.766309497188,46.86910629272461,-18.76694679260254
454,"Malawi","MWI",1990,9539665,336.681372165196,34.3015251159668,-13.254307746887209
454,"Malawi","MWI",2000,11229387,282.5764890318,34.3015251159668,-13.254307746887209
454,"Malawi","MWI",2010,14718422,478.668730075298,34.3015251159668,-13.254307746887209
454,"Malawi","MWI",2020,19377062,614.867604712418,34.3015251159668,-13.254307746887209
458,"Malaysia","MYS",1990,17517055,2441.76455852335,101.97576904296876,4.210484027862549
458,"Malaysia","MYS",2000,22945150,4043.66205143391,101.97576904296876,4.210484027862549
458,"Malaysia","MYS",2010,28717731,9040.60297738498,101.97576904296876,4.210484027862549
458,"Malaysia","MYS",2020,33199993,10401.7931992135,101.97576904296876,4.210484027862549
462,"Maldives","MDV",1990,224957,1257.81897607949,73.5361099243164,1.977246880531311
462,"Maldives","MDV",2000,282507,3171.92887848819,73.5361099243164,1.977246880531311
462,"Maldives","MDV",2010,361575,7076.66243345574,73.5361099243164,1.977246880531311
462,"Maldives","MDV",2020,514438,6924.0938466658,73.5361099243164,1.977246880531311
466,"Mali","MLI",1990,8945026,323.284890483877,-3.996165990829468,17.57069206237793
466,"Mali","MLI",2000,11239101,269.871147388447,-3.996165990829468,17.57069206237793
466,"Mali","MLI",2010,15529181,709.581933678061,-3.996165990829468,17.57069206237793
466,"Mali","MLI",2020,21224040,855.863188075269,-3.996165990829468,17.57069206237793
470,"Malta","MLT",1990,365392,7323.30135005812,14.375415802001951,35.937496185302734
470,"Malta","MLT",2000,399212,10337.7647100232,14.375415802001951,35.937496185302734
470,"Malta","MLT",2010,418755,21791.0605573362,14.375415802001951,35.937496185302734
470,"Malta","MLT",2020,515358,33770.7901217407,14.375415802001951,35.937496185302734
478,"Mauritania","MRT",1990,2006027,1124.98486508471,-10.940834999084473,21.007890701293945
478,"Mauritania","MRT",2000,2695004,676.567563882845,-10.940834999084473,21.007890701293945
478,"Mauritania","MRT",2010,3419461,1610.92293514646,-10.940834999084473,21.007890701293945
478,"Mauritania","MRT",2020,4498604,1702.48769147385,-10.940834999084473,21.007890701293945
480,"Mauritius","MUS",1990,1090290,2590.36410350371,57.55215072631836,-20.348403930664062
480,"Mauritius","MUS",2000,1215931,4108.57359571073,57.55215072631836,-20.348403930664062
480,"Mauritius","MUS",2010,1283330,8016.05081140719,57.55215072631836,-20.348403930664062
480,"Mauritius","MUS",2020,1297828,8586.94267243051,57.55215072631836,-20.348403930664062
484,"Mexico","MEX",1990,81720428,3573.18443220698,-102.55278778076172,23.63450050354004
484,"Mexico","MEX",2000,97873442,7157.84604133383,-102.55278778076172,23.63450050354004
484,"Mexico","MEX",2010,112532401,9271.39200023139,-102.55278778076172,23.63450050354004
484,"Mexico","MEX",2020,125998302,8325.57121757046,-102.55278778076172,23.63450050354004
492,"Monaco","MCO",1990,30329,82510.8735466599,7.424615859985352,43.73841857910156
492,"Monaco","MCO",2000,32466,81100.9842899227,7.424615859985352,43.73841857910156
492,"Monaco","MCO",2010,33179,150577.039874118,7.424615859985352,43.73841857910156
492,"Monaco","MCO",2020,36922,173695.77238078,7.424615859985352,43.73841857910156
496,"Mongolia","MNG",1990,2161433,800.858906121722,103.8466567993164,46.86249542236328
496,"Mongolia","MNG",2000,2450980,549.854309309988,103.8466567993164,46.86249542236328
496,"Mongolia","MNG",2010,2702520,2643.29341257261,103.8466567993164,46.86249542236328
496,"Mongolia","MNG",2020,3294335,4007.31127951355,103.8466567993164,46.86249542236328
498,"Republic of Moldova","MDA",1990,4480199,1091.61699591462,28.3698844909668,47.4116325378418
498,"Republic of Moldova","MDA",2000,4251573,367.920321209821,28.3698844909668,47.4116325378418
498,"Republic of Moldova","MDA",2010,3678186,1707.01030953954,28.3698844909668,47.4116325378418
498,"Republic of Moldova","MDA",2020,3084847,2953.51088411219,28.3698844909668,47.4116325378418
499,"Montenegro","MNE",1990,621442,3491.26224975778,19.3743896484375,42.70867919921875
499,"Montenegro","MNE",2000,633325,1615.59216157565,19.3743896484375,42.70867919921875
499,"Montenegro","MNE",2010,631044,6630.02501829386,19.3743896484375,42.70867919921875
499,"Montenegro","MNE",2020,629048,7625.72201655034,19.3743896484375,42.70867919921875
500,"Montserrat","MSR",1990,10805,7104.68889237801,-62.1873664855957,16.74249839782715
500,"Montserrat","MSR",2000,5138,7291.69014825334,-62.1873664855957,16.74249839782715
500,"Montserrat","MSR",2010,4938,11331.1106575038,-62.1873664855957,16.74249839782715
500,"Montserrat","MSR",2020,4500,13523.1184710351,-62.1873664855957,16.74249839782715
504,"Morocco","MAR",1990,24570814,1222.20069428296,-7.092619895935059,31.79170227050781
504,"Morocco","MAR",2000,28554416,1351.01889499777,-7.092619895935059,31.79170227050781
504,"Morocco","MAR",2010,32464865,2882.11052796657,-7.092619895935059,31.79170227050781
504,"Morocco","MAR",2020,36688772,3108.17537357982,-7.092619895935059,31.79170227050781
508,"Mozambique","MOZ",1990,13303459,302.170954072271,35.529563903808594,-18.665695190429688
508,"Mozambique","MOZ",2000,17768506,319.358536244682,35.529563903808594,-18.665695190429688
508,"Mozambique","MOZ",2010,23073723,471.90421957869,35.529563903808594,-18.665695190429688
508,"Mozambique","MOZ",2020,31178239,448.84389134932,35.529563903808594,-18.665695190429688
512,"Oman","OMN",1990,1804524,6376.93410507424,55.92325592041016,21.512582778930664
512,"Oman","OMN",2000,2344254,8601.2719318758,55.92325592041016,21.512582778930664
512,"Oman","OMN",2010,2881915,18712.5762975405,55.92325592041016,21.512582778930664
512,"Oman","OMN",2020,4543399,12408.8981398994,55.92325592041016,21.512582778930664
516,"Namibia","NAM",1990,1369011,1944.12196664672,18.49040985107422,-22.957639694213867
516,"Namibia","NAM",2000,1819141,2136.43152242838,18.49040985107422,-22.957639694213867
516,"Namibia","NAM",2010,2099271,5324.60106461531,18.49040985107422,-22.957639694213867
516,"Namibia","NAM",2020,2489098,4215.17014051901,18.49040985107422,-22.957639694213867
520,"Nauru","NRU",1990,9598,5180.50277945345,166.93150329589844,-0.5227779746055601
520,"Nauru","NRU",2000,10377,2100.84613364722,166.93150329589844,-0.5227779746055601
520,"Nauru","NRU",2010,10241,5924.75882165693,166.93150329589844,-0.5227779746055601
520,"Nauru","NRU",2020,12315,12510.3662555289,166.93150329589844,-0.5227779746055601
524,"Nepal","NPL",1990,19616530,199.951900306642,84.12400817871094,28.39485740661621
524,"Nepal","NPL",2000,24559501,239.353150920711,84.12400817871094,28.39485740661621
524,"Nepal","NPL",2010,27161567,679.838114994189,84.12400817871094,28.39485740661621
524,"Nepal","NPL",2020,29348628,1135.28795716863,84.12400817871094,28.39485740661621
528,"Netherlands","NLD",1990,14944548,21270.8432458003,5.291265964508057,52.13263320922851
528,"Netherlands","NLD",2000,15899135,26148.2827114211,5.291265964508057,52.13263320922851
528,"Netherlands","NLD",2010,16617117,50743.8174589662,5.291265964508057,52.13263320922851
528,"Netherlands","NLD",2020,17434558,53333.6575721071,5.291265964508057,52.13263320922851
531,"Curaçao","CUW",2010,159380,19782.1784556573,-68.99002075195312,12.169569969177246
531,"Curaçao","CUW",2020,189289,15819.2105022064,-68.99002075195312,12.169569969177246
533,"Aruba","ABW",1990,65712,13770.1370134901,-69.96833801269531,12.521109580993652
533,"Aruba","ABW",2000,89101,20620.7006259175,-69.96833801269531,12.521109580993652
533,"Aruba","ABW",2010,100342,24133.1946351703,-69.96833801269531,12.521109580993652
533,"Aruba","ABW",2020,106585,23385.6386707755,-69.96833801269531,12.521109580993652
534,"Sint Maarten (Dutch part)","SXM",2010,33034,26237.7680478582,-63.05482864379884,18.04248046875
534,"Sint Maarten (Dutch part)","SXM",2020,43622,20000.0927189802,-63.05482864379884,18.04248046875
540,"New Caledonia","NCL",1990,177264,14849.7113740891,165.6180419921875,-20.90430450439453
540,"New Caledonia","NCL",2000,221537,15701.9192214906,165.6180419921875,-20.90430450439453
540,"New Caledonia","NCL",2010,261426,36900.3001269082,165.6180419921875,-20.90430450439453
540,"New Caledonia","NCL",2020,286403,34006.3251972146,165.6180419921875,-20.90430450439453
548,"Vanuatu","VUT",1990,150883,1169.9558374058,166.9591522216797,-15.376706123352053
548,"Vanuatu","VUT",2000,192074,1432.51526306432,166.9591522216797,-15.376706123352053
548,"Vanuatu","VUT",2010,245453,2966.85609545754,166.9591522216797,-15.376706123352053
548,"Vanuatu","VUT",2020,311685,2783.02964417111,166.9591522216797,-15.376706123352053
554,"New Zealand","NZL",1990,3397389,13371.9515156402,174.88597106933594,-40.90055847167969
554,"New Zealand","NZL",2000,3855266,14108.2788756968,174.88597106933594,-40.90055847167969
554,"New Zealand","NZL",2010,4346339,33527.5657831065,174.88597106933594,-40.90055847167969
554,"New Zealand","NZL",2020,5061134,43972.1305726375,174.88597106933594,-40.90055847167969
558,"Nicaragua","NIC",1990,4227820,851.808727577769,-85.20722961425781,12.865415573120115
558,"Nicaragua","NIC",2000,5123223,1004.58676723748,-85.20722961425781,12.865415573120115
558,"Nicaragua","NIC",2010,5855734,1503.86411558416,-85.20722961425781,12.865415573120115
558,"Nicaragua","NIC",2020,6755896,1905.25519722715,-85.20722961425781,12.865415573120115
562,"Niger","NER",1990,8370648,447.332715322365,8.081665992736816,17.6077880859375
562,"Niger","NER",2000,11622665,207.458145632531,8.081665992736816,17.6077880859375
562,"Niger","NER",2010,16647544,463.52227201232,8.081665992736816,17.6077880859375
562,"Niger","NER",2020,24333639,567.669696808278,8.081665992736816,17.6077880859375
566,"Nigeria","NGA",1990,95214257,646.301726220157,8.675276756286621,9.081998825073242
566,"Nigeria","NGA",2000,122851984,567.930549859079,8.675276756286621,9.081998825073242
566,"Nigeria","NGA",2010,160952854,2292.44477487332,8.675276756286621,9.081998825073242
566,"Nigeria","NGA",2020,208327405,2085.47406098868,8.675276756286621,9.081998825073242
578,"Norway","NOR",1990,4241636,28204.1082571846,8.46894645690918,60.47202301025391
578,"Norway","NOR",2000,4491202,38060.0916993522,8.46894645690918,60.47202301025391
578,"Norway","NOR",2010,4889741,87754.3480346503,8.46894645690918,60.47202301025391
578,"Norway","NOR",2020,5379839,66870.7307257441,8.46894645690918,60.47202301025391
583,"Micronesia (Fed. States of)","FSM",1990,98603,1639.65067860147,158.21507263183594,6.887481212615967
583,"Micronesia (Fed. States of)","FSM",2000,111709,2171.15967114206,158.21507263183594,6.887481212615967
583,"Micronesia (Fed. States of)","FSM",2010,107588,2885.44589013808,158.21507263183594,6.887481212615967
583,"Micronesia (Fed. States of)","FSM",2020,112107,3499.86321866062,158.21507263183594,6.887481212615967
584,"Marshall Islands","MHL",1990,46048,1675.65869137526,171.9893798828125,6.068301677703857
584,"Marshall Islands","MHL",2000,54225,2258.39743463441,171.9893798828125,6.068301677703857
584,"Marshall Islands","MHL",2010,53416,2846.93308022567,171.9893798828125,6.068301677703857
584,"Marshall Islands","MHL",2020,43414,4130.13090048995,171.9893798828125,6.068301677703857
585,"Palau","PLW",1990,15294,5234.99727719485,134.58251953125,7.51497983932495
585,"Palau","PLW",2000,19726,7737.92200994504,134.58251953125,7.51497983932495
585,"Palau","PLW",2010,18540,10230.6356446672,134.58251953125,7.51497983932495
585,"Palau","PLW",2020,17972,14566.9096385542,134.58251953125,7.51497983932495
586,"Pakistan","PAK",1990,115414070,479.955148002401,69.3451156616211,30.375320434570312
586,"Pakistan","PAK",2000,154369924,540.002840107119,69.3451156616211,30.375320434570312
586,"Pakistan","PAK",2010,194454498,972.59731293382,69.3451156616211,30.375320434570312
586,"Pakistan","PAK",2020,227196741,1167.21649573926,69.3451156616211,30.375320434570312
591,"Panama","PAN",1990,2449968,2498.8381357431,-80.7821273803711,8.537981033325195
591,"Panama","PAN",2000,3001732,3896.6084585563,-80.7821273803711,8.537981033325195
591,"Panama","PAN",2010,3623618,8082.02504936603,-80.7821273803711,8.537981033325195
591,"Panama","PAN",2020,4294397,12269.0458757101,-80.7821273803711,8.537981033325195
598,"Papua New Guinea","PNG",1990,3864973,1075.88899010763,143.95555114746094,-6.314992904663086
598,"Papua New Guinea","PNG",2000,5508298,904.512791638468,143.95555114746094,-6.314992904663086
598,"Papua New Guinea","PNG",2010,7583269,1949.35669875956,143.95555114746094,-6.314992904663086
598,"Papua New Guinea","PNG",2020,9749640,2639.88317473106,143.95555114746094,-6.314992904663086
600,"Paraguay","PRY",1990,4059195,1425.94045369361,-58.44383239746094,-23.442502975463867
600,"Paraguay","PRY",2000,5123819,1725.3397460649,-58.44383239746094,-23.442502975463867
600,"Paraguay","PRY",2010,5768613,4363.12409325289,-58.44383239746094,-23.442502975463867
600,"Paraguay","PRY",2020,6618695,4949.74413017447,-58.44383239746094,-23.442502975463867
604,"Peru","PER",1990,22109099,1319.30145950316,-75.01515197753906,-9.189967155456545
604,"Peru","PER",2000,26654439,1955.53197223867,-75.01515197753906,-9.189967155456545
604,"Peru","PER",2010,29229572,5082.30978206277,-75.01515197753906,-9.189967155456545
604,"Peru","PER",2020,33304756,6162.69825228308,-75.01515197753906,-9.189967155456545
608,"Philippines","PHL",1990,61558898,816.029664403716,121.77401733398438,12.879720687866213
608,"Philippines","PHL",2000,77958224,1072.80299378733,121.77401733398438,12.879720687866213
608,"Philippines","PHL",2010,94636700,2217.47400856669,121.77401733398438,12.879720687866213
608,"Philippines","PHL",2020,112190978,3298.83006215503,121.77401733398438,12.879720687866213
616,"Poland","POL",1990,38064255,1739.97828670016,19.1451358795166,51.91943740844727
616,"Poland","POL",2000,38504431,4466.68109702658,19.1451358795166,51.91943740844727
616,"Poland","POL",2010,38597353,12518.5734565071,19.1451358795166,51.91943740844727
616,"Poland","POL",2020,38428367,15764.1058298611,19.1451358795166,51.91943740844727
620,"Portugal","PRT",1990,10007346,7955.0663554814,-8.224453926086426,39.39987182617188
620,"Portugal","PRT",2000,10300626,11489.6894879185,-8.224453926086426,39.39987182617188
620,"Portugal","PRT",2010,10588401,22449.9439619576,-8.224453926086426,39.39987182617188
620,"Portugal","PRT",2020,10298192,22413.0398391619,-8.224453926086426,39.39987182617188
624,"Guinea-Bissau","GNB",1990,973551,624.648672304093,-15.180413246154783,11.803749084472656
624,"Guinea-Bissau","GNB",2000,1230849,301.906536933763,-15.180413246154783,11.803749084472656
624,"Guinea-Bissau","GNB",2010,1567221,557.632108337777,-15.180413246154783,11.803749084472656
624,"Guinea-Bissau","GNB",2020,2015828,668.190170586211,-15.180413246154783,11.803749084472656
626,"Timor-Leste","TLS",1990,758106,275.12208361457,125.7275390625,-8.87421703338623
626,"Timor-Leste","TLS",2000,878360,415.083479012083,125.7275390625,-8.87421703338623
626,"Timor-Leste","TLS",2010,1088487,806.409920047406,125.7275390625,-8.87421703338623
626,"Timor-Leste","TLS",2020,1299995,1442.72746682645,125.7275390625,-8.87421703338623
630,"Puerto Rico","PRI",1990,3543776,9119.23204356899,-66.47373,18.22964
630,"Puerto Rico","PRI",2000,3827109,17053.6733496686,-66.47373,18.22964
630,"Puerto Rico","PRI",2010,3717922,27482.0306264999,-66.47373,18.22964
630,"Puerto Rico","PRI",2020,3271565,36051.590207536,-66.47373,18.22964
634,"Qatar","QAT",1990,441675,15454.0826165382,51.1838836669922,25.354825973510746
634,"Qatar","QAT",2000,645937,29976.117039047,51.1838836669922,25.354825973510746
634,"Qatar","QAT",2010,1713504,67403.1942486722,51.1838836669922,25.354825973510746
634,"Qatar","QAT",2020,2760385,50814.9344504966,51.1838836669922,25.354825973510746
642,"Romania","ROU",1990,22836234,1717.68817295338,24.966760635375977,45.9431610107422
642,"Romania","ROU",2000,21919877,1682.84017577058,24.966760635375977,45.9431610107422
642,"Romania","ROU",2010,20335211,8123.80129306197,24.966760635375977,45.9431610107422
642,"Romania","ROU",2020,19442039,12928.5806563067,24.966760635375977,45.9431610107422
643,"Russian Federation","RUS",1990,148005704,3891.11093271131,105.31875610351564,61.52400970458984
643,"Russian Federation","RUS",2000,146844839,1786.60100069944,105.31875610351564,61.52400970458984
643,"Russian Federation","RUS",2010,143242599,10732.1778202001,105.31875610351564,61.52400970458984
643,"Russian Federation","RUS",2020,145617329,10165.5059670489,105.31875610351564,61.52400970458984
646,"Rwanda","RWA",1990,7319963,334.07483666671,29.87388801574707,-1.940278053283691
646,"Rwanda","RWA",2000,8109989,260.69585020936,29.87388801574707,-1.940278053283691
